angle_class,FeatureIds
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
0,14
4,3
4,3
4,3
4,3
4,3
0,14
4,2
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
4,2
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
4,11
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
0,4
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,4
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
4,3
4,3
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
4,3
4,3
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
4,3
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,6
4,3
4,3
4,3
0,14
0,14
0,14
0,14
0,14
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
4,3
4,3
0,4
0,4
0,4
0,4
0,4
4,3
4,3
